,RIC,ISIN Code,TRBC Industry Group Name
980,RAND.AS,NL0000379121,Professional & Commercial Services
981,ASML.AS,NL0010273215,Semiconductors & Semiconductor Equipment
982,AEGN.AS,BMG0112X1056,Insurance
983,SHEL.AS,GB00BP6MXD84,Oil & Gas
984,INGA.AS,NL0011821202,Banking Services
985,ABNd.AS,NL0011540547,Banking Services
986,DSMN.AS^E23,NL0000009827,Consumer Goods Conglomerates
987,AKZO.AS,NL0013267909,Chemicals
988,VOPA.AS,NL0009432491,Oil & Gas Related Equipment and Services
989,IMCD.AS,NL0010801007,Chemicals
990,HEIN.AS,NL0000009165,Beverages
991,REL.AS,GB00B2B0DG97,Software & IT Services
992,AALB.AS,NL0000852564,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
993,PHG.AS,NL0000009538,Healthcare Equipment & Supplies
994,UNA.AS^K20,NL0000388619,Personal & Household Products & Services
995,AD.AS,NL0011794037,Food & Drug Retailing
996,WLSNc.AS,NL0000395903,Professional & Commercial Services
997,ADYEN.AS,NL0012969182,Financial Technology (Fintech) & Infrastructure
998,URW.PA,FR0013326246,Residential & Commercial REITs
999,NN.AS,NL0010773842,Insurance
1000,GLPG.AS,BE0003818359,Biotechnology & Medical Research
1001,KPN.AS,NL0000009082,Telecommunications Services
1002,TKWY.AS,NL0012015705,Software & IT Services
1003,ULVR.AS,GB00B10RZP78,Personal & Household Products & Services
1004,ASMI.AS,NL0000334118,Semiconductors & Semiconductor Equipment
1005,BESI.AS,NL0012866412,Semiconductors & Semiconductor Equipment
1006,WLSNc.AS,NL0000395903,Professional & Commercial Services
1007,ADYEN.AS,NL0012969182,Financial Technology (Fintech) & Infrastructure
1008,URW.PA,FR0013326246,Residential & Commercial REITs
1009,LIGHT.AS,NL0011821392,Homebuilding & Construction Supplies
1010,NN.AS,NL0010773842,Insurance
1011,KPN.AS,NL0000009082,Telecommunications Services
1012,UMG.AS,NL0015000IY2,Media & Publishing
1013,TKWY.AS,NL0012015705,Software & IT Services
1014,PRX.AS,NL0013654783,Software & IT Services
1015,MT.AS,LU1598757687,Metals & Mining
1016,BESI.AS,NL0012866412,Semiconductors & Semiconductor Equipment
1017,EXOR.AS,NL0012059018,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1018,ULVR.AS,GB00B10RZP78,Personal & Household Products & Services
1019,SHEL.AS,GB00BP6MXD84,Oil & Gas
1020,RAND.AS,NL0000379121,Professional & Commercial Services
1021,ASMI.AS,NL0000334118,Semiconductors & Semiconductor Equipment
1022,ASML.AS,NL0010273215,Semiconductors & Semiconductor Equipment
1023,AEGN.AS,BMG0112X1056,Insurance
1024,INGA.AS,NL0011821202,Banking Services
1025,DSMN.AS^E23,NL0000009827,Consumer Goods Conglomerates
1026,AKZO.AS,NL0013267909,Chemicals
1027,IMCD.AS,NL0010801007,Chemicals
1028,HEIN.AS,NL0000009165,Beverages
1029,REL.AS,GB00B2B0DG97,Software & IT Services
1030,PHG.AS,NL0000009538,Healthcare Equipment & Supplies
1031,AD.AS,NL0011794037,Food & Drug Retailing
1032,DSFIR.AS,CH1216478797,Consumer Goods Conglomerates
1033,ASRNL.AS,NL0011872643,Insurance
1034,ABNd.AS,NL0011540547,Banking Services
1035,BOSN.AS^K22,NL0000852580,Construction & Engineering
1036,AIRF.PA,FR001400J770,Passenger Transportation Services
1037,PTNL.AS,NL0009739416,Freight & Logistics Services
1038,ATCA.AS^A21,NL0011333752,Telecommunications Services
1039,BFIT.AS,NL0011872650,Hotels & Entertainment Services
1040,SBMO.AS,NL0000360618,Oil & Gas Related Equipment and Services
1041,LIGHT.AS,NL0011821392,Homebuilding & Construction Supplies
1042,BAMN.AS,NL0000337319,Construction & Engineering
1043,TKWY.AS,NL0012015705,Software & IT Services
1044,GVNV.AS^A22,NL0010937066,Specialty Retailers
1045,APAM.AS,LU0569974404,Metals & Mining
1046,CORB.AS,NL0010583399,Chemicals
1047,AMG.AS,NL0000888691,Metals & Mining
1048,ARDS.AS,NL0006237562,Construction & Engineering
1049,ASMI.AS,NL0000334118,Semiconductors & Semiconductor Equipment
1050,OCI.AS,NL0010558797,Chemicals
1051,WDPP.BR,BE0974349814,Residential & Commercial REITs
1052,FLOW.AS,BMG3602E1084,Investment Banking & Investment Services
1053,FUGR.AS,NL00150003E1,Oil & Gas Related Equipment and Services
1054,TWKNc.AS,NL0000852523,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1055,INTER.AS^L22,NL0010937058,Professional & Commercial Services
1056,ECMPA.AS,NL0015000K93,Residential & Commercial REITs
1057,WEHA.AS,NL0000289213,Residential & Commercial REITs
1058,FAGRO.BR,BE0003874915,Pharmaceuticals
1059,BESI.AS,NL0012866412,Semiconductors & Semiconductor Equipment
1060,BOSN.AS^K22,NL0000852580,Construction & Engineering
1061,NSTEc.AS,NL0012365084,Residential & Commercial REITs
1062,AIRF.PA,FR001400J770,Passenger Transportation Services
1063,PHAR.AS,NL0010391025,Pharmaceuticals
1064,PTNL.AS,NL0009739416,Freight & Logistics Services
1065,ATCA.AS^A21,NL0011333752,Telecommunications Services
1066,BFIT.AS,NL0011872650,Hotels & Entertainment Services
1067,SBMO.AS,NL0000360618,Oil & Gas Related Equipment and Services
1068,JDEP.AS,NL0014332678,Food & Tobacco
1069,VOPA.AS,NL0009432491,Oil & Gas Related Equipment and Services
1070,AALB.AS,NL0000852564,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1071,GLPG.AS,BE0003818359,Biotechnology & Medical Research
1072,INPST.AS,LU2290522684,Freight & Logistics Services
1073,ABNd.AS,NL0011540547,Banking Services
1074,ALFEN.AS,NL0012817175,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1075,ASRNL.AS,NL0011872643,Insurance
1076,CTPNV.AS,NL00150006R6,Real Estate Operations
1077,VLAN.AS,NL0000302636,Investment Banking & Investment Services
1078,ALLFG.AS,GB00BNTJ3546,Financial Technology (Fintech) & Infrastructure
1079,GLPG.AS,BE0003818359,Biotechnology & Medical Research
1080,INPST.AS,LU2290522684,Freight & Logistics Services
1081,TKWY.AS,NL0012015705,Software & IT Services
1082,CTPNV.AS,NL00150006R6,Real Estate Operations
1083,APAM.AS,LU0569974404,Metals & Mining
1084,CORB.AS,NL0010583399,Chemicals
1085,AMG.AS,NL0000888691,Metals & Mining
1086,ARDS.AS,NL0006237562,Construction & Engineering
1087,JDEP.AS,NL0014332678,Food & Tobacco
1088,VOPA.AS,NL0009432491,Oil & Gas Related Equipment and Services
1089,ALFEN.AS,NL0012817175,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1090,OCI.AS,NL0010558797,Chemicals
1091,WDPP.BR,BE0974349814,Residential & Commercial REITs
1092,FLOW.AS,BMG3602E1084,Investment Banking & Investment Services
1093,FUGR.AS,NL00150003E1,Oil & Gas Related Equipment and Services
1094,TWKNc.AS,NL0000852523,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1095,ECMPA.AS,NL0015000K93,Residential & Commercial REITs
1096,AALB.AS,NL0000852564,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1097,FAGRO.BR,BE0003874915,Pharmaceuticals
1098,VLAN.AS,NL0000302636,Investment Banking & Investment Services
1099,AIRF.PA,FR001400J770,Passenger Transportation Services
1100,BFIT.AS,NL0011872650,Hotels & Entertainment Services
1101,ALLFG.AS,GB00BNTJ3546,Financial Technology (Fintech) & Infrastructure
1102,SBMO.AS,NL0000360618,Oil & Gas Related Equipment and Services
1103,LIGHT.AS,NL0011821392,Homebuilding & Construction Supplies
1104,SALM.OL,NO0010310956,Food & Tobacco
1105,GJFG.OL,NO0010582521,Insurance
1106,SUBC.OL,LU0075646355,Oil & Gas Related Equipment and Services
1107,NEL.OL,NO0010081235,Renewable Energy
1108,NHY.OL,NO0005052605,Metals & Mining
1109,FRO.OL,CY0200352116,Oil & Gas Related Equipment and Services
1110,BAKKA.OL,FO0000000179,Food & Tobacco
1111,TEL.OL,NO0010063308,Telecommunications Services
1112,AKRBP.OL,NO0010345853,Oil & Gas
1113,DNO.OL,NO0003921009,Oil & Gas
1114,AKER.OL,NO0010234552,Oil & Gas
1115,VENDA.OL,NO0003028904,Media & Publishing
1116,YAR.OL,NO0010208051,Chemicals
1117,NAS.OL,NO0010196140,Passenger Transportation Services
1118,EQNR.OL,NO0010096985,Oil & Gas
1119,GOGL.OL^H25,BMG396372051,Freight & Logistics Services
1120,TGS.OL,NO0003078800,Oil & Gas Related Equipment and Services
1121,TOM.OL,NO0012470089,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1122,STB.OL,NO0003053605,Investment Banking & Investment Services
1123,BWLPG.OL,SGXZ69436764,Oil & Gas Related Equipment and Services
1124,LSG.OL,NO0003096208,Food & Tobacco
1125,MOWI.OL,NO0003054108,Food & Tobacco
1126,BWO.OL,BMG1738J1247,Oil & Gas Related Equipment and Services
1127,ORK.OL,NO0003733800,Food & Tobacco
1128,DNB.OL,NO0010161896,Banking Services
1129,SCATC.OL,NO0010715139,Electric Utilities & IPPs
1130,ENTRA.OL,NO0010716418,Real Estate Operations
1131,BAKKA.OL,FO0000000179,Food & Tobacco
1132,MPCC.OL,NO0010791353,Freight & Logistics Services
1133,TEL.OL,NO0010063308,Telecommunications Services
1134,AKRBP.OL,NO0010345853,Oil & Gas
1135,SCATC.OL,NO0010715139,Electric Utilities & IPPs
1136,RECSI.OL,NO0010112675,Chemicals
1137,AKER.OL,NO0010234552,Oil & Gas
1138,VENDA.OL,NO0003028904,Media & Publishing
1139,KAHOT.OL^A24,NO0010823131,Software & IT Services
1140,YAR.OL,NO0010208051,Chemicals
1141,NOD.OL,NO0003055501,Semiconductors & Semiconductor Equipment
1142,EQNR.OL,NO0010096985,Oil & Gas
1143,GOGL.OL^H25,BMG396372051,Freight & Logistics Services
1144,TOM.OL,NO0012470089,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1145,STB.OL,NO0003053605,Investment Banking & Investment Services
1146,MOWI.OL,NO0003054108,Food & Tobacco
1147,ORK.OL,NO0003733800,Food & Tobacco
1148,ADEA.OL^F24,NO0010844038,Software & IT Services
1149,DNB.OL,NO0010161896,Banking Services
1150,SALM.OL,NO0010310956,Food & Tobacco
1151,SUBC.OL,LU0075646355,Oil & Gas Related Equipment and Services
1152,NEL.OL,NO0010081235,Renewable Energy
1153,NHY.OL,NO0005052605,Metals & Mining
1154,FRO.OL,CY0200352116,Oil & Gas Related Equipment and Services
1155,AUTO.OL,BMG0670A1099,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1156,PGS.OL^G24,NO0010199151,Oil & Gas Related Equipment and Services
1157,NAS.OL,NO0010196140,Passenger Transportation Services
1158,VAR.OL,NO0011202772,Oil & Gas
1159,KOG.OL,NO0013536151,Aerospace & Defense
1160,GJFG.OL,NO0010582521,Insurance
1161,HAUTO.OL,NO0011082075,Freight & Logistics Services
1162,BORR.OL^A25,BMG1466R1732,Oil & Gas Related Equipment and Services
1163,TGS.OL,NO0003078800,Oil & Gas Related Equipment and Services
1164,HAFNI.OL,SGXZ53070850,Oil & Gas Related Equipment and Services
1165,WAWI.OL,NO0010571680,Freight & Logistics Services
1166,BWLPG.OL,SGXZ69436764,Oil & Gas Related Equipment and Services
1167,ATCOa.ST,SE0017486889,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1168,SAND.ST,SE0000667891,Metals & Mining
1169,ATCOb.ST,SE0017486897,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1170,AZN.ST,GB0009895292,Pharmaceuticals
1171,ESSITYb.ST,SE0009922164,Personal & Household Products & Services
1172,ELUXb.ST,SE0016589188,Household Goods
1173,ALFA.ST,SE0000695876,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1174,SSABa.ST,SE0000171100,Metals & Mining
1175,ASSAb.ST,SE0007100581,Homebuilding & Construction Supplies
1176,INVEb.ST,SE0015811963,Investment Holding Companies
1177,NDASE.ST,FI4000297767,Banking Services
1178,SKAb.ST,SE0000113250,Construction & Engineering
1179,SECUb.ST,SE0000163594,Professional & Commercial Services
1180,TEL2b.ST,SE0005190238,Telecommunications Services
1181,BOL.ST,SE0020050417,Metals & Mining
1182,SWMA.ST^A23,SE0015812219,Food & Tobacco
1183,TELIA.ST,SE0000667925,Telecommunications Services
1184,ERICb.ST,SE0000108656,Communications & Networking
1185,SEBa.ST,SE0000148884,Banking Services
1186,GETIb.ST,SE0000202624,Healthcare Equipment & Supplies
1187,SKFb.ST,SE0000108227,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1188,HMb.ST,SE0000106270,Specialty Retailers
1189,SCAb.ST,SE0000112724,Paper & Forest Products
1190,HEXAb.ST,SE0015961909,Electronic Equipment & Parts
1191,ALIVsdb.ST,SE0021309614,Automobiles & Auto Parts
1192,SHBa.ST,SE0007100599,Banking Services
1193,VOLVb.ST,SE0000115446,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1194,KINVb.ST,SE0022060521,Investment Holding Companies
1195,ABB.ST,CH0012221716,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1196,SWEDa.ST,SE0000242455,Banking Services
1197,ATCOa.ST,SE0017486889,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1198,SINCH.ST,SE0016101844,Software & IT Services
1199,SAND.ST,SE0000667891,Metals & Mining
1200,ATCOb.ST,SE0017486897,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1201,AZN.ST,GB0009895292,Pharmaceuticals
1202,ESSITYb.ST,SE0009922164,Personal & Household Products & Services
1203,ELUXb.ST,SE0016589188,Household Goods
1204,EVOG.ST,SE0012673267,Hotels & Entertainment Services
1205,SBBb.ST,SE0009554454,Real Estate Operations
1206,NIBEb.ST,SE0015988019,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1207,SEBa.ST,SE0000148884,Banking Services
1208,GETIb.ST,SE0000202624,Healthcare Equipment & Supplies
1209,SKFb.ST,SE0000108227,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1210,HMb.ST,SE0000106270,Specialty Retailers
1211,SBBb.ST,SE0009554454,Real Estate Operations
1212,SCAb.ST,SE0000112724,Paper & Forest Products
1213,SAABb.ST,SE0021921269,Aerospace & Defense
1214,HEXAb.ST,SE0015961909,Electronic Equipment & Parts
1215,SHBa.ST,SE0007100599,Banking Services
1216,VOLVb.ST,SE0000115446,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1217,KINVb.ST,SE0022060521,Investment Holding Companies
1218,ABB.ST,CH0012221716,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1219,SWEDa.ST,SE0000242455,Banking Services
1220,ATCOa.ST,SE0017486889,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1221,SAND.ST,SE0000667891,Metals & Mining
1222,ATCOb.ST,SE0017486897,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1223,AZN.ST,GB0009895292,Pharmaceuticals
1224,ESSITYb.ST,SE0009922164,Personal & Household Products & Services
1225,ELUXb.ST,SE0016589188,Household Goods
1226,ALFA.ST,SE0000695876,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
1227,SSABa.ST,SE0000171100,Metals & Mining
1228,ASSAb.ST,SE0007100581,Homebuilding & Construction Supplies
1229,INVEb.ST,SE0015811963,Investment Holding Companies
1230,NDASE.ST,FI4000297767,Banking Services
1231,SKAb.ST,SE0000113250,Construction & Engineering
1232,SECUb.ST,SE0000163594,Professional & Commercial Services
1233,TEL2b.ST,SE0005190238,Telecommunications Services
1234,BOL.ST,SE0020050417,Metals & Mining
1235,SWMA.ST^A23,SE0015812219,Food & Tobacco
1236,TELIA.ST,SE0000667925,Telecommunications Services
1237,ERICb.ST,SE0000108656,Communications & Networking
1238,ALIVsdb.ST,SE0021309614,Automobiles & Auto Parts
1239,SINCH.ST,SE0016101844,Software & IT Services
1240,EVOG.ST,SE0012673267,Hotels & Entertainment Services
